OBJECTID,GID,GUID,DT_CREATED,DT_VERIFIE,DT_START,DT_END,IS_COMPLET,IS_CURRENT,SRC_DETAIL,IS_VERIFIE,DT_MODIFIE,NOTES,PWSID,NAME,ACTIVITY_S,ACTIVITY_D,OWNER_TYPE,D_PRIN_CNT,D_POPULATI,D_PWS_FED_,D_LAST_INV,D_LAST_UPD,SOURCE_TAB,COUNTY_FIP,STATE,ADDRESS_CI,ADDR_LINE_,ADDR_LINE0,ADDRESS_ZI,SVC_CONNEC,DISTRICT_L,BOUNDARY_TYPE,REG_AGENCY,VERIFIED_STATUS,VERIFIED_NAME,VERIFIED_TYPE,DT_VERIFIED,EDITDATE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,Shape__Area,Shape__Length,SHAPE
5162,13824,54d892ed-ed7d-4095-9f7e-b664e309ea34,2015/06/09 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Service area obtained from Los Angeles County GIS Data Portal (http://egis3.lacounty.gov/dataportal/2011/01/27/water-purveyor-service-areas/),0,1970/01/01 00:00:00+00,,CA1910073,"LOMITA-CITY, WATER DEPT.",A,1976/01/01 08:00:00+00,L,LOS ANGELES,20715,C,2019/06/03 08:00:00+00,2019/06/03 08:00:00+00,2019/06/20 08:00:00+00,37,CA,LOMITA,,24300 NARBONE AVENUE,90717,4339,70,Water Service Area,DISTRICT 07 - HOLLYWOOD,Pending,M. Anderson,Representative,2020/04/29 15:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,WBGIS,2020/06/24 20:13:31+00,0.000440604693665,0.0978017613196649,
5163,12551,517a8844-c7c8-48e5-b276-18158a5f1cf0,2011/09/04 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.,0,1970/01/01 00:00:00+00,,CA2700518,WATSONVILLE PRODUCE INC,A,2016/08/01 08:00:00+00,P,MONTEREY,100,NTNC,2019/01/28 08:00:00+00,2016/08/11 08:00:00+00,2019/06/20 08:00:00+00,53,CA,MOSS LANDING,,38 BLUFF RD,95039,4,17328,,LPA57 - MONTEREY COUNTY,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,7.9410632998855e-06,0.0120285963890553,
5164,12559,20ab58ba-8de4-462f-81e1-56e51057ca0c,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,ICE downloaded from LA County and linked to PICME pwsid,0,1970/01/01 00:00:00+00,,CA1900794,ANTELOPE PARK MUTUAL WATER COMPANY,A,2016/08/08 08:00:00+00,P,LOS ANGELES,445,C,2019/05/12 08:00:00+00,2016/09/23 08:00:00+00,2019/06/20 08:00:00+00,37,CA,LANCASTER,,PO BOX 1712,93539,152,108,Water Service Area,LPA49 - LA COUNTY,Pending,E. Green,Representative,2020/05/15 15:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,WBGIS,2020/06/24 20:13:31+00,1.626444e-05,0.0190665453039452,
5165,13829,cb8bce39-328e-498a-9409-bd38c31003fe,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,ICE received from San Mateo County and linked to PICME pwsid,0,1970/01/01 00:00:00+00,,CA4100539,KINGS MOUNTAIN PARK MUTUAL,A,1979/03/22 08:00:00+00,P,SAN MATEO,66,C,2019/06/12 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,81,CA,WOODSIDE,,14729 Skyline Blvd.,94062,23,80,,DISTRICT 17 - SANTA CLARA,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2.3320843450005e-06,0.00546760821808187,
5166,16430,3162eebc-60b5-4313-ac62-944b9de9b81c,2017/02/14 08:00:00+00,1970/01/01 00:00:00+00,2017/02/14 08:00:00+00,2018/06/01 08:00:00+00,1,1,,0,2018/06/11 08:00:00+00,"Inactive WS per SDWIS, 6/2018",CA4010013,SLO CSA NO. 12 - AVILA BEACH,I,1996/06/30 08:00:00+00,L,SAN LUIS OBISPO,0,NP,2014/08/01 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,79,CA,SAN LUIS OBISPO,,County Government Center Room 206,93408,20,69,,DISTRICT 06 - SANTA BARBARA,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.000398950814965078,0.189383367723065,
5167,953,d18f7611-01a9-475b-83eb-44fe90afdbf7,2018/05/25 08:00:00+00,1970/01/01 00:00:00+00,2018/05/25 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created using Water Boundary Tool,0,1970/01/01 00:00:00+00, ,CA1000620,DOLLAR GENERAL STORE  #15320,A,2016/07/15 08:00:00+00,P,FRESNO,250,NC,2019/05/23 08:00:00+00,2016/10/10 08:00:00+00,2019/06/20 08:00:00+00,19,CA,GOODLETTSVILLE,,100 Mission Ridge,37072,1,63,,DISTRICT 23 - FRESNO,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,6.374282378835e-07,0.00324650259496763,
5168,952,3fa19059-2d37-4247-9d83-9dfaf05bec2c,2018/05/25 08:00:00+00,1970/01/01 00:00:00+00,2018/05/25 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created using Water Boundary Tool,0,1970/01/01 00:00:00+00, ,CA1000488,DANTE CLUB OF FRESNO,A,1994/06/02 08:00:00+00,P,FRESNO,240,NC,2018/08/10 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,19,CA,FRESNO,,6176 N. Grantland,93722,1,63,,DISTRICT 23 - FRESNO,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2.711805133628e-06,0.00718802823094717,
5169,954,48dfe654-fef2-47fd-8b43-a59ff78643e9,2018/05/25 08:00:00+00,1970/01/01 00:00:00+00,2018/05/25 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created using Water Boundary Tool,0,1970/01/01 00:00:00+00, ,CA1000625,DINO MART 1,A,2015/09/08 08:00:00+00,P,FRESNO,25,NC,2018/04/11 08:00:00+00,2018/04/30 08:00:00+00,2019/06/20 08:00:00+00,19,CA,HANFORD,,889 W. Encore Drive,93230,3,63,,DISTRICT 23 - FRESNO,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,7.410657713397e-06,0.0112210413790673,
5170,16343,2240c611-775f-4bf6-89b8-6a3c1a78c54c,2015/07/22 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,,0,2018/05/23 08:00:00+00, ,CA4900573,WILSHIRE HEIGHTS MUTUAL WATER COMPANY,A,2018/07/13 08:00:00+00,P,SONOMA,100,C,2019/03/26 08:00:00+00,2018/07/13 08:00:00+00,2019/06/20 08:00:00+00,97,CA,SANTA ROSA,,P.O. Box 174,95402,40,81,,DISTRICT 18 - SONOMA,Verified,J. Oakley,District / LPA staff member,2019/09/02 08:00:00+00,2020/01/03 03:27:23+00,,1970/01/01 00:00:00+00,WBGIS,2020/05/13 21:47:06+00,2.7928153532304e-05,0.0333048136330215,
5171,16210,bcbfe11a-05cc-45e8-82c0-b5778ef002b1,2016/10/24 08:00:00+00,1970/01/01 00:00:00+00,2016/10/21 08:00:00+00,2017/03/14 08:00:00+00,1,1,,0,2018/05/23 08:00:00+00, ,CA3100038,HEATHER GLEN COMMUNITY SERVICE DIST,A,2016/07/26 08:00:00+00,P,PLACER,250,C,2019/05/30 08:00:00+00,2016/08/11 08:00:00+00,2019/06/20 08:00:00+00,61,CA,APPLEGATE,,PO BOX 715,95703,101,17313,,LPA61 - PLACER COUNTY,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,5.1123056935165e-05,0.0433588387616175,
5172,15521,feab32ed-c818-41b8-8448-76b8322ee8ce,2012/03/12 08:00:00+00,1970/01/01 00:00:00+00,2012/03/12 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded Placentia_GoldenStateWaterCompany.shp,0,2018/01/22 08:00:00+00, ,CA3010035,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,A,1976/01/01 08:00:00+00,P,ORANGE,53974,C,2019/06/14 08:00:00+00,2019/06/14 08:00:00+00,2019/06/20 08:00:00+00,59,CA,ANAHEIM,,1920 W Corporate Way,92801,12856,71,,DISTRICT 08 - SANTA ANA,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.00139910890253,0.285807719199803,
5173,1210,181c88e3-6736-4820-9cb8-e02abfffb518,2018/06/12 08:00:00+00,1970/01/01 00:00:00+00,2018/06/12 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created using Water Boundary Tool,0,1970/01/01 00:00:00+00, ,CA2202131,MCPR-MIDPINES PARK,A,1986/05/15 08:00:00+00,L,MARIPOSA,50,NC,2018/12/05 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,43,CA,MARIPOSA,,4639 BEN HUR ROAD,95338,3,74,,DISTRICT 11 - MERCED,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,3.527454559597e-06,0.00748813153235738,
5174,13216,3de52380-1356-41e1-aa2a-e2ec27ffee2d,2016/05/26 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,,0,1970/01/01 00:00:00+00,,CA2210851,CDF  & FP - MT. BULLION,A,1976/01/01 08:00:00+00,S,MARIPOSA,110,C,2018/10/11 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,43,CA,MARIPOSA,,P.O. BOX 5006,95338,8,74,Water Service Area,DISTRICT 11 - MERCED,Verified,B. Bissmeyer,Water System representative,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,WBGIS,2020/05/14 20:12:34+00,2.334039899785e-05,0.0194466211397866,
5175,43,27ef8a47-96ef-4a13-ae5f-86075fed8bba,2017/11/01 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,2018/05/31 08:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2018/06/11 08:00:00+00,"BR RETIRED; INACTIVE PER SDWIS",CA1710019,LAKE COUNTY CSA 6 - FINLEY,I,2013/08/01 08:00:00+00,L,LAKE,590,C,2017/02/13 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,33,CA,LAKEPORT,,230 N. MAIN STREET,95453,223,66,,DISTRICT 03 - MENDOCINO,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,6.9119019315549e-05,0.106124694679941,
5176,13934,15d6d3b7-de06-4b2f-9105-006f7b77b726,2015/08/19 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created from user-digitized polygon.,0,1970/01/01 00:00:00+00,,CA4901135,HOOT OWL CREEK/ALEX. VALLEY VINEYARDS JV,A,1989/08/03 08:00:00+00,P,SONOMA,26,NC,2018/07/16 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,97,CA,HEALDSBURG,,P.O. Box 1005,95448,16,81,,DISTRICT 18 - SONOMA,Verified,J. Oakley,District / LPA staff member,2019/09/02 08:00:00+00,2020/01/03 03:27:23+00,,1970/01/01 00:00:00+00,WBGIS,2020/05/13 21:47:06+00,6.26090553866255e-05,0.0569516968519694,
5177,12942,42cf9f72-4017-4e88-ad04-cd84a92724cf,2013/02/14 08:00:00+00,1970/01/01 00:00:00+00,2013/02/14 08:00:00+00,2013/02/27 08:00:00+00,1,1,"Uploaded Corona_Water_Service_Boundary.shp; data rec&#039;d from M.Ibrahim; uploaded by ICE/KT",0,2018/06/12 08:00:00+00,"Retired; more current boundary uploaded",CA3310037,"CORONA, CITY OF",A,1976/01/01 08:00:00+00,L,RIVERSIDE,172836,C,2019/04/04 08:00:00+00,2018/10/05 08:00:00+00,2019/06/20 08:00:00+00,65,CA,CORONA,,755 Public Safety Way,92880,43375,83,Water Service Area,DISTRICT 20 - RIVERSIDE,Verified,M. Estrada-Maravilla,Water System representative,2020/05/29 15:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,DDW_SALT_Editor,2020/05/29 18:15:23+00,0.0103693609989297,1.16038731751731,
5178,12386,70cae87a-f215-42ed-b3b5-2090dc625249,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid,0,2018/01/21 08:00:00+00, ,CA4210009,CUYAMA COMMUNITY SERVICES DISTRICT,A,1979/03/22 08:00:00+00,L,SANTA BARBARA,560,C,2019/06/07 08:00:00+00,2019/06/07 08:00:00+00,2019/06/20 08:00:00+00,83,CA,NEW CUYAMA,,P.O. Box 368,93254,254,69,,DISTRICT 06 - SANTA BARBARA,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.000139074933778001,0.0707772509889721,
5179,13837,9b910629-c666-4118-8d6f-e31ac9dae3ec,2016/12/06 08:00:00+00,1970/01/01 00:00:00+00,2016/12/06 08:00:00+00,1970/01/01 00:00:00+00,1,1,,0,1970/01/01 00:00:00+00,,CA4810024,SID - BLUE RIDGE OAKS,A,1999/08/30 08:00:00+00,L,SOLANO,53,C,2018/09/12 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,95,CA,VACAVILLE, ,810 VACA VALLEY PKWY STE 201,95688-8834,19,67,,DISTRICT 04 - SAN FRANCISCO,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.00024162612872498,0.129793814153098,
5180,12387,fb335235-54a2-42a4-81d8-03092ed64d35,2014/09/11 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created from user-digitized polygon.Drawn by ICE/KT,0,2018/05/25 08:00:00+00, ,CA5403113,SOUTH FORK ESTATES MUTUAL WATER CO,A,2014/04/28 08:00:00+00,P,TULARE,92,C,2019/05/13 08:00:00+00,2017/05/03 08:00:00+00,2019/06/20 08:00:00+00,107,CA,THREE RIVERS,,PO BOX 597,93271,33,57596,,DISTRICT 24 - TULARE,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2.4404707962995e-05,0.0239867979734414,
5181,15221,83b571d6-a11f-432b-b005-0419cf7225ce,2013/07/16 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,2018/06/01 08:00:00+00,1,1,Uploaded Monte_Grande.shp,0,2018/06/11 08:00:00+00,"Inactive WS per SDWIS, 6/2018",CA5510030,TUD - MONTE GRANDE WATER SYSTEM,I,2015/02/20 08:00:00+00,L,TUOLUMNE,548,NP,2016/01/04 08:00:00+00,2015/02/20 08:00:00+00,2019/06/20 08:00:00+00,109,CA,SONORA,,18885 Nugget Blvd,95370,232,74,,DISTRICT 11 - MERCED,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.000393230103964998,0.181466269425108,
5182,16650,9d179945-6262-4932-a54c-0aeedd18eb4f,2017/04/24 08:00:00+00,1970/01/01 00:00:00+00,2017/04/24 08:00:00+00,1970/01/01 00:00:00+00,1,1,,0,2018/06/06 08:00:00+00,"Resources: SDWIS, Google Maps, http://www.hometownamerica.com/ColonialEstates; TC/KT",CA3400217,HOMETOWN COLONIAL ESTATES LLC,A,2016/08/08 08:00:00+00,P,SACRAMENTO,438,C,2019/04/05 08:00:00+00,2016/08/11 08:00:00+00,2019/06/20 08:00:00+00,67,CA,RANCHO CORDOVA,,10026 HORN RD,95670,146,17322,,LPA64 - SACRAMENTO COUNTY,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:06:10+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,,,
5183,13861,6e8ea909-d03b-4cfe-a04f-dfd2caea5218,2012/05/21 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Batch import from http://www.ehib.org/tools/_69/_123/sa_aaron_king_may_2012.shp/sa_aaron_king_may_2012.shp.,0,1970/01/01 00:00:00+00,,CA1700627,WALL WATER,A,1983/01/27 08:00:00+00,P,LAKE,40,NC,2019/05/07 08:00:00+00,2019/01/09 08:00:00+00,2019/06/20 08:00:00+00,33,CA,NICE,,PO Box 207,95464,40,66,,DISTRICT 03 - MENDOCINO,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,5.655521720555e-07,0.0033797794043709,
5184,12508,44ba9444-d06c-42d6-9758-d95f19199c51,2011/09/04 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.,0,1970/01/01 00:00:00+00,,CA2702620,HARRINGTON RD WS #07,A,2016/08/01 08:00:00+00,P,MONTEREY,25,NTNC,2019/01/28 08:00:00+00,2016/08/11 08:00:00+00,2019/06/20 08:00:00+00,53,CA,SALINAS,,525 OLD NATIVIDAD RD,93908,2,17328,,LPA57 - MONTEREY COUNTY,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1.81477089360545e-05,0.0173571261880015,
5185,12526,068ced31-015f-4057-923b-514f588be810,2013/08/14 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded LindaVista.shp,0,1970/01/01 00:00:00+00,,CA2800528,LINDA VISTA MUTUAL WATER CO,A,2015/09/04 08:00:00+00,P,NAPA,50,C,2018/03/21 08:00:00+00,2015/11/13 08:00:00+00,2019/06/20 08:00:00+00,55,CA,ANGWIN,,PO BOX 82,94508,15,17324,,LPA58 - NAPA COUNTY,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,4.922990107e-05,0.0426318629668916,
5186,13871,6fb77cd4-a668-4714-9536-2050d6616299,2012/08/22 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,"Batch import from Tu_AllPolygons.shp; Source: Carolina Balazs, PhD (2012)",0,1970/01/01 00:00:00+00,,CA5400604,MOUNTAIN VIEW DUPLEXES,A,2014/04/28 08:00:00+00,P,TULARE,103,C,2018/12/17 08:00:00+00,2018/07/02 08:00:00+00,2019/06/20 08:00:00+00,107,CA,SPRINGVILLE,,31159 MEADOW LARK LN,93265,14,57596,,DISTRICT 24 - TULARE,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2.68661920901e-06,0.00965606469584492,
5187,13940,75ae3a9a-7cc4-4c8e-a51c-2f6da8604337,2012/12/29 08:00:00+00,1970/01/01 00:00:00+00,2012/12/29 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created from user-digitized polygon.,0,2018/01/20 08:00:00+00, ,CA1900130,DEL RIO MUTUAL,A,2016/08/08 08:00:00+00,P,LOS ANGELES,700,C,2018/12/26 08:00:00+00,2018/06/04 08:00:00+00,2019/06/20 08:00:00+00,37,CA,EL MONTE,,12419 CLINTON ST,91732-3923,133,108,,LPA49 - LA COUNTY,Pending,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,DDW_SALT_Editor,2020/05/14 22:57:38+00,2.01808936850005e-05,0.0281847343413418,
5188,13936,b37183cc-62cc-422f-903a-2c07f1b80e4a,2014/10/15 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created from user-digitized polygon. Drawn by ICE/KT,0,1970/01/01 00:00:00+00,,CA1300549,IMPERIAL VALLEY COLLEGE,A,2015/08/04 08:00:00+00,S,IMPERIAL,7900,NTNC,2019/05/14 08:00:00+00,2015/09/03 08:00:00+00,2019/06/20 08:00:00+00,25,CA,IMPERIAL,,380 E. Aten Road,92251,1,17344,,LPA43 - IMPERIAL COUNTY,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,3.117426709819e-05,0.0219592816690715,
5189,16619,b9156df1-6580-439f-81cc-666ef828057c,2017/03/23 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,,0,2018/05/23 08:00:00+00, ,CA2910006,NEVADA ID - LOMA RICA,A,1976/01/01 08:00:00+00,L,NEVADA,13959,C,2019/05/06 08:00:00+00,2019/05/06 08:00:00+00,2019/06/20 08:00:00+00,57,CA,GRASS VALLEY,,1036 West Main St.,95945,4915,72,,DISTRICT 09 - SACRAMENTO,Verified,A. Close,,2019/08/06 15:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.00298835104639522,0.471107743253265,
5190,1205,cf398c50-0480-46cd-8610-d52fb3a0c19f,2018/06/11 08:00:00+00,1970/01/01 00:00:00+00,2018/06/11 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created using Water Boundary Tool,0,1970/01/01 00:00:00+00, ,CA1010060,FRESNO POLICE TRAINING FACILITY,A,2010/10/20 08:00:00+00,L,FRESNO,264,NC,2019/05/23 08:00:00+00,2019/05/23 08:00:00+00,2019/06/20 08:00:00+00,19,CA,FRESNO,,6375 W CENTRAL AVE,93706,1,74,,DISTRICT 11 - MERCED,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,3.1917753837551e-05,0.0234276306817332,
5191,12880,63fe158c-26ee-4220-ba6b-42b3dfae8a81,2016/05/26 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,,0,1970/01/01 00:00:00+00,,CA2000561,MD 08 NORTH FORK WATER SYSTEM,A,2015/11/06 08:00:00+00,L,MADERA,264,C,2017/03/28 08:00:00+00,2018/04/25 08:00:00+00,2019/06/20 08:00:00+00,39,CA,MADERA,,"200 West 4th Street, 3rd Floor",93637,67,17334,,LPA50 - MADERA COUNTY,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.0002032113079565,0.0591799944777462,
5192,943,71eec2b2-6a16-4a87-b94e-412859499381,2018/05/24 08:00:00+00,1970/01/01 00:00:00+00,2018/05/24 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created using Water Boundary Tool,0,1970/01/01 00:00:00+00, ,CA1000496,COPPER RIVER COUNTRY CLUB,A,1994/12/21 08:00:00+00,P,FRESNO,125,NTNC,2016/11/03 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,19,CA,FRESNO,,P.O. BOX 25850,93729,1,63,,DISTRICT 23 - FRESNO,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,7.2115340834673e-05,0.142217321328068,
5193,945,994b381c-492b-4e3a-a888-3ef3401c426a,2018/05/24 08:00:00+00,1970/01/01 00:00:00+00,2018/05/24 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2018/05/24 08:00:00+00, ,CA1000580,CAMPOS BROS. FARMS,A,2008/12/10 08:00:00+00,P,FRESNO,150,NTNC,2017/10/12 08:00:00+00,2016/11/15 08:00:00+00,2019/06/20 08:00:00+00,19,CA,CARUTHERS,,15516 S. Walnut Avenue,93609,1,63,,DISTRICT 23 - FRESNO,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,8.77858066965895e-05,0.039682924370036,
5194,13898,f0e32541-ca99-4ae6-8d8d-b4aab755657a,2012/08/22 08:00:00+00,1970/01/01 00:00:00+00,2012/08/22 08:00:00+00,1970/01/01 00:00:00+00,1,1,"Batch import from Tu_AllPolygons.shp; Source: Carolina Balazs, PhD (2012)",0,2018/01/21 08:00:00+00, ,CA5410021,EARLIMART PUD,A,1976/01/01 08:00:00+00,L,TULARE,8800,C,2019/06/04 08:00:00+00,2018/05/30 08:00:00+00,2019/06/20 08:00:00+00,107,CA,EARLIMART,,P.O. BOX 10148,93219,1545,57596,,DISTRICT 24 - TULARE,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.000392738413201296,0.162010965365287,
5195,13920,9672bf2c-7e95-4dd9-9195-b9bae749d971,2015/08/10 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Created from user-digitized polygon.,0,1970/01/01 00:00:00+00,,CA4901261,FOLEY SONOMA WINERY,A,1976/01/01 08:00:00+00,P,SONOMA,50,NC,2019/05/24 08:00:00+00,2017/03/29 08:00:00+00,2019/06/20 08:00:00+00,97,CA, ,, ,,3,81,,DISTRICT 18 - SONOMA,Verified,J. Oakley,District / LPA staff member,2019/09/02 08:00:00+00,2020/01/03 03:27:24+00,,1970/01/01 00:00:00+00,WBGIS,2020/05/13 21:47:06+00,0.00018370202957596,0.0788206427345113,
5196,13904,7af2a146-1255-49a3-9626-5d844f4ac741,2012/08/22 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,"Batch import from Tu_AllPolygons.shp; Source: Carolina Balazs, PhD (2012)",0,2018/05/25 08:00:00+00, ,CA5410022,CAMP NELSON WATER COMPANY,A,1976/01/01 08:00:00+00,P,TULARE,107,C,2018/08/01 08:00:00+00,2018/07/31 08:00:00+00,2019/06/20 08:00:00+00,107,CA,CAMP NELSON,,P. O. BOX 2217,93208,300,75,Water Service Area,DISTRICT 12 - VISALIA,Verified,J. KAUTZ,Water System representative,1970/01/01 00:00:00+00,2019/12/21 08:05:23+00,,1970/01/01 00:00:00+00,WBGIS,2020/05/14 20:12:34+00,8.1309075454506e-05,0.0418448950630154,
